Sucursal,Nuevo_Sistema,Cajero,ID_Transaccion,Transaccion,Tiempo_Servicio_seg,Satisfaccion,Monto
Paseo Shopping Manta,Si,3983,3,Deposito,195,Regular,2305.61
Paseo Shopping Manta,Si,3983,3,Deposito,201,Regular,1017.54
Paseo Shopping Manta,Si,3983,3,Deposito,202,Regular,2755.65
Paseo Shopping Manta,Si,3983,3,Deposito,205,Malo,2087.63
Paseo Shopping Manta,Si,3983,3,Deposito,211,Bueno,1731.43
Paseo Shopping Manta,Si,3983,3,Deposito,216,Muy Malo,2012.19
Paseo Shopping Manta,Si,3983,3,Deposito,223,Malo,334.56
Paseo Shopping Manta,Si,3983,3,Deposito,225,Malo,2468.86
Paseo Shopping Manta,Si,3983,3,Deposito,230,Muy Malo,1153.71
Paseo Shopping Manta,Si,3983,3,Deposito,236,Muy Malo,1160.94
Paseo Shopping Manta,Si,3983,3,Deposito,268,Muy Malo,1933.64
Paseo Shopping Manta,Si,3983,3,Deposito,270,Bueno,1356.35
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),33,Muy Bueno,1945.22
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),34,Bueno,3439.03
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),34,Muy Bueno,2677.88
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),34,Bueno,2032.67
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),34,Muy Bueno,2691.77
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,750.76
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,797.42
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,1159.97
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,1897.15
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,1673.28
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Regular,1213.76
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,1998.78
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,3698.9
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,2254.25
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Regular,2039.52
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,903.78
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,1993.56
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,855.66
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Regular,2079.46
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,1400.06
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,1524.81
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,2394.27
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,1053.42
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Regular,3071.02
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,724.9
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Regular,3200.4
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,3000.35
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,2656.91
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Muy Bueno,1118.59
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),35,Bueno,2292.92
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2917.05
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2298.91
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2064.64
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,571.93
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2000.99
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2057.74
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2504.91
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2595.81
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2216.48
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2434.56
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2556.27
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2322.63
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,4191.46
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,3288.14
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,947.16
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,992.9
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2134.63
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,1152.69
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,1671
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,1490.55
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2138.11
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2353.59
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,805.68
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2288.23
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,1785.75
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2367.26
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2960.12
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2270.27
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2081.7
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,1246.79
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,515.18
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2053.62
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2009.96
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,1114.06
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,1472.74
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2109.27
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2527.51
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2419.54
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2047.3
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2002.65
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,1724.87
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,1709.2
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2263.63
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2294.23
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2818.03
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,3429.19
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2128.63
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2329.07
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2369.97
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2017.52
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2634.52
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2158.16
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,3001.77
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,3708.11
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,414.44
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2039.81
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2312.89
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2416.45
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,3123.49
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,956.66
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,1249.07
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2138.42
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2438.33
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,1098.18
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2677.49
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,2159.53
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Bueno,906.64
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,547.19
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Regular,2811.21
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2492.62
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),36,Muy Bueno,2434.18
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2380.63
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2109.19
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2193.21
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2132.67
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1736.67
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,535.43
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2150.53
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2487.21
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2813.44
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,3986.91
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,3349.72
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2527.58
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2455.69
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1562.35
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1425.78
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2688.44
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2007.51
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1613.32
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,1631.96
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2175.74
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,243.01
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,883.88
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2950.57
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2580.28
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,862.07
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1767.13
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1721.77
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2086.92
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2461.28
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,697.7
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2118.29
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2265.94
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2865.01
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2372.66
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2294.85
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2296.18
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2506.76
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2211.95
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1949.76
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1513.59
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,1026.32
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2313.37
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,1621.31
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1339.54
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2426.11
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1785.03
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2233.87
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2387.86
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1151.37
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,941.87
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,3843.91
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2559.75
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2291.91
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2609.71
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,3511.68
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2582.5
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,3588.72
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,1867.68
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2492.08
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2814.61
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,3663.99
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2521.86
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,3160.29
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2342.47
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2646.48
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2528.72
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2465.65
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2062.87
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1771.19
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,1012.47
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2285
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2002.86
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1674.74
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1651.68
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,3129.84
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2335.69
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1176.85
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2434.32
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1667.52
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2938.7
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,860.4
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1357.23
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2388.33
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1597.29
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2851.23
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2499.97
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,1329.23
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Bueno,2266.71
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,1004.46
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Muy Bueno,2578.23
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2565.24
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),37,Regular,2841.06
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,3031.29
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2326.86
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1021.48
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,1870.74
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,3863.69
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1479.52
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2508.79
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2833.87
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2453.69
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2123.1
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,1539.64
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2155.37
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,2750.53
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2707.69
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,744.07
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2912.82
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2720.74
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2533.57
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,1166.61
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1269.92
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,1851.55
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2073.02
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,1532.62
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2012.77
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2549.54
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,3390.2
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1061.74
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,2090.06
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,2895.37
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2469.36
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,3890.52
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2940.31
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2113.04
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,3534.4
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,1273.23
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,3162.37
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,1268.91
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2995.61
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2261.29
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2118.96
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2135.59
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2389.16
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,1546.02
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1301.82
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,1349.44
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,2754.2
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,3292.24
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2409.1
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1039.86
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,3423.94
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1241.26
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,1939.48
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,2150.17
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2064.31
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,1873.33
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2135.32
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,986.6
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2733.79
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,1058.33
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2312.71
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,3074.33
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,3335.03
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2264.04
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2953.85
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,1826.09
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2006.75
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2018.34
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,2320.09
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,1894.81
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Regular,1805.54
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Muy Bueno,2995.18
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,2146.62
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),38,Bueno,418.68
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),39,Bueno,2158.34
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),39,Bueno,4673.79
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),39,Bueno,1870.85
Paseo Shopping Manta,Si,3983,10,Cobrar cheque (Cta del Bco),39,Muy Bueno,2047.81
